avg_running_balance_past30d,bank_risk,rb_at_deposit,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
17.059,1,9.02,0,13,0.0,10.36040384980405,4.6875,0,0.333333,25.0,25.0,4.702500000000001,25.0,0.692308,0.0,1.0,2.9,1.0,4.333333,0.0,0.0
0.0,2,0.0,0,0,0.0,0.0,0.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
15.893666666666666,1,16.62,0,11,0.0,10.497752627581061,3.8461538461538463,0,0.5,25.0,25.0,5.633076923076923,25.0,0.181818,0.0,1.9327586206896554,2.9,1.0,5.5,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
18.678,1,4.09,0,12,0.0,14.610479564458117,3.5714285714285716,0,0.0,25.0,25.0,5.327142857142857,25.0,0.166667,0.0,4.201724137931034,2.9,,6.0,0.0,0.0
332.1813333333333,2,80.82,0,13,0.0,282.37447415326574,45.63533333333333,0,0.0,60.0,684.53,44.476000000000006,0.0,0.214286,0.0,1.0,49.0,,14.0,0.0,0.0
310.8946666666667,2,12.06,0,13,0.0,277.49772296963687,46.533125,0,0.5,100.0,372.265,41.69625,60.0,0.142857,441.60939805443456,1.2016326530612245,49.0,0.16117550669549918,7.0,0.0,0.0
78.79,1,19.86,0,0,0.0,57.8135212677736,16.07,0,0.0,200.0,48.21,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0
0.0,2,0.0,0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
17.453,1,55.25,0,25,0.0,13.575324254716337,2.6785714285714284,0,0.0,30.0,25.0,3.6275,25.0,0.36,0.0,1.0,2.9,,8.333333,0.0,0.0
17.453,1,55.25,0,25,0.0,13.575324254716337,2.6785714285714284,0,0.0,25.0,25.0,3.6275,25.0,0.36,0.0,1.0,2.9,,8.333333,0.0,0.0
16.601333333333333,1,6.34,0,17,0.0,9.895913727683116,3.75,0,0.333333,25.0,25.0,4.711,25.0,0.588235,0.0,1.0,2.9,1.0,5.666667,0.0,0.0
24.129666666666665,1,45.77,0,19,0.0,19.933496584692662,4.565217391304348,0,0.5,50.0,25.0,3.2899999999999996,26.25,0.052632,2.5,1.0,2.9,1.1,4.75,0.0,0.0
44.04633333333333,1,68.26,0,18,0.0,33.052660854161644,5.909090909090909,0,0.25,25.0,27.5,2.7581818181818183,32.5,0.277778,11.902380714238083,1.0,2.9,1.8181818181818181,4.5,0.0,0.0
20.705,1,27.29,0,22,0.0,9.983278001496927,3.8461538461538463,0,0.25,25.0,25.0,4.026923076923077,25.0,0.454545,0.0,1.0,2.9,1.0,5.5,0.0,0.0
1029.3071428571427,1,2720.1,0,1,0.0,1459.1016021270318,937.5,0,1.0,1250.0,1250.0,257.475,1250.0,1.0,0.0,1.0,1029.9,1.0,0.333333,1250.0,0.0
122.23433333333334,1,52.95,0,9,0.0,33.665550148209476,119.19642857142857,0,0.4,75.0,695.0,5.999642857142858,75.0,0.478261,374.6331538985838,0.5157297576070139,19.39,1.120503597122302,4.6,0.0,0.0
158.09333333333333,1,175.12,0,7,0.0,55.188848094728186,90.0,0,0.5,75.0,516.25,7.0685714285714285,0.0,0.545455,359.4961752230474,0.8381263616557734,22.95,1.7118644067796611,3.666667,0.0,0.0
3.44,1,3.44,0,0,0.0,0.0,0.0,0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
3.44,1,3.44,0,0,0.0,0.0,0.0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
234.57299999999998,1,141.95,0,22,0.0,45.61063352651064,68.01136363636364,0,0.333333,100.0,1005.0,6.6265909090909085,0.0,0.228571,328.8141572377929,2.0684448917966782,9.935,1.3159203980099503,3.888889,0.0,0.0
206.875,1,42.45,0,15,0.0,61.98081125471901,67.33870967741936,0,0.333333,150.0,665.0,8.894516129032258,100.0,0.115385,611.8329701261066,2.3634228187919466,14.9,0.15037593984962405,5.2,0.0,0.0
205.16,1,137.64,0,8,0.0,82.88639541461306,102.58064516129032,0,0.4,100.0,630.0,7.423870967741937,0.0,0.291667,342.23803850536547,1.2336984872196137,19.17,1.4384920634920635,3.428571,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
250.0,1,2500.0,0,0,0.0,790.5694150420949,0.0,0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
75.89933333333333,1,391.11,0,3,0.0,63.51204088573492,21.426666666666666,0,0.0,250.0,64.28,22.733333333333334,100.0,0.333333,50.515708447966944,0.7865168539325842,48.95,,1.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
62.86233333333333,1,41.11,0,3,0.0,25.109171381614036,21.426666666666666,0,0.0,350.0,64.28,22.733333333333334,100.0,0.333333,50.515708447966944,0.7865168539325842,48.95,,1.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
340.3333333333333,1,550.0,0,0,0.0,39.95543494456287,1.7933333333333332,0,0.0,50.0,5.38,0.0,5.38,0.0,0.0,,0.0,,2.0,0.0,0.0
0.0,1,0.0,0,0,0.0,0.0,0.0,0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
333.6666666666667,1,330.0,0,0,0.0,6.149478998583781,1.7933333333333332,0,0.0,220.0,5.38,0.0,5.38,0.0,0.0,,0.0,,2.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
10.0,1,10.0,0,0,0.0,0.0,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
2609.6656666666668,1,321.51,0,6,0.0,1040.409365774318,102.46551020408162,0,0.222222,1000.0,303.25,14.593469387755103,0.0,0.5625,457.0970004489687,1.0,123.275,0.994641384995878,1.882353,0.0,0.0
0.0,0,0.0,0,0,0.0,,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
0.0,2,0.0,0,0,0.0,0.0,0.0,0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
400.0,2,400.0,0,0,0.0,0.0,0.0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
34.054,1,18.92,0,7,0.0,122.33649257166418,54.166666666666664,2,0.666667,200.0,200.0,10.626666666666667,225.0,0.888889,28.867513459481287,1.0,15.54,1.0,3.0,0.0,0.0
163.33333333333334,2,350.0,0,0,0.0,180.7392228230128,87.54,0,1.0,50.0,0.14,0.0,350.0,1.0,202.02641510456002,,0.0,1.0,0.333333,0.0,0.0
-14.327333333333334,1,157.47,0,0,0.0,80.64523096932166,83.33333333333333,2,0.0,200.0,250.0,0.0,250.0,0.5,0.0,,0.0,,2.0,0.0,0.0
216.17766666666665,3,97.54,1,26,74.0,94.59359720561882,13.416666666666666,0,0.166667,70.0,79.5,16.18277777777778,81.14285714285714,0.428571,37.909101809459955,1.0,13.55,0.9308176100628931,3.5,85.0,0.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
0.0,3,0.0,0,0,0.0,0.0,0.0,0,0.0,1245.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
0.0,3,0.0,0,0,0.0,0.0,0.0,0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0
0.0,1,0.0,0,0,0.0,,0.0,0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
302.98466666666667,3,250.41,0,20,0.0,100.21371482756348,15.774193548387096,0,0.25,74.0,50.0,13.18548387096774,61.125,0.428571,31.96175169524617,1.2351885098743267,13.925,1.7,2.1,0.0,0.0
5.0,1,5.0,0,0,0.0,,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
304.42766666666665,3,130.41,0,21,0.0,97.2588755876537,11.903225806451612,0,0.285714,125.0,50.0,13.638387096774192,52.714285714285715,0.454545,23.055832853562862,1.0256410256410258,14.04,0.79,2.444444,0.0,0.0
300.968,3,130.41,0,21,0.0,101.59258082468752,11.903225806451612,0,0.285714,120.0,50.0,13.638387096774192,52.714285714285715,0.409091,23.055832853562862,1.225071225071225,14.04,0.79,2.444444,0.0,0.0
