avg_running_balance_past30d,bank_risk,rb_at_deposit,completed_past30d_vs_current_amount_score,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,1000.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,1000.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,20.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,1250.0,,,0.0,,,,,,0.0,0.0,0.0
,3,,,0,0,0.0,,,,,22.23,,,0.0,,,,,,0.0,0.0,1.0
1455.875,1,138.05,0.3996802557953637,0,3,0.0,685.1571045786105,250.0,0.0,1.0,500.0,1250.0,722.39,1250.0,1.0,,1.0,1157.95,1.0,1.5,0.0,0.0
,0,,,0,0,0.0,,,,,1250.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,0.99009900990099,0,0,0.0,,,,,100.0,,,100.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,25.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
400.8985714285714,1,904.47,1.7667844522968197,0,0,0.0,344.004775714358,301.49,0.0,1.0,750.0,142.0,0.0,423.5,0.0,351.9965487046712,,,1.0,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,1.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,5.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,1.0932299741602067,0,0,0.0,,,,,211.54,,,192.5,,,,,,0.0,0.0,1.0
,2,,,0,0,0.0,,,,,25.0,,,25.0,,,,,,0.0,25.0,1.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,3,,,0,0,0.0,,,,,310.0,,,100.0,,,,,,0.0,100.0,1.0
,2,,,0,0,0.0,,,,,200.0,,,0.0,,,,,,0.0,0.0,0.0
85.89333333333333,2,52.39,0.99009900990099,0,1,0.0,22.15396265995008,50.0,0.0,0.0,100.0,100.0,23.805,100.0,1.0,,1.0,47.61,,1.0,0.0,0.0
,1,,,0,0,0.0,,,,,175.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,1200.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,250.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,1.0
1215.68,1,3119.92,0.9992006394884092,0,0,0.0,1669.4217192788649,436.65333333333336,0.0,1.0,1250.0,96.8,0.0,1250.0,0.0,663.6933880038282,,,1.0,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,1000.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,10.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,1.0
,3,,,0,0,0.0,,,,,4.5,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,25.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,1250.0,,,0.0,,,,,,0.0,0.0,0.0
4135.0,1,10010.0,1.1228665535482585,0,0,0.0,2982.955969468788,1095.0,0.0,0.375,1250.0,1250.0,0.0,1112.2222222222222,0.0,438.4062043356595,,,1.0,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,1250.0,,,0.0,,,,,,0.0,0.0,0.0
